"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100"
"1",1,0,0,1,0,0,51,0,18,0,3,3,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,13,0,3,0,0,3,2,0,1,2,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2",0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,0,0,0,0,0,19,0,0,0,3,0,0,13,0,0,9,1,0,0,0,0,0,0,0,4,0,11,0,0,0,6,6,0,0,0,1,0,1,0,0,0,0,0,0,0,3,0,0,0,0,7,11,0,0,0,0,0,0,1,0,0,10,0,0,5,1,0,0,0,0,0
"3",0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,5,0,0,5,0,0,0,0,0,0,0,23,0,0,0,0,0,8,0,0,0,0,0,1,12,13,0,0,0,0,1,0,0,1,0,2,0,40,0,0,1,4,0,3,0,0,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,10,0,11,5,7,0,0,1,3,0,1,0,1,0,0,0,0,0
"4",0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10,0,4,1,4,36,0,0,0,0,0,0,9,0,0,10,0,0,4,2,20,0,0,0,0,0,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,22,0,0,1,0
"5",0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,2,0,0,0
"6",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,13,30,0,54,0,0,0,0,0,0,3,14,1,0,2,0,0,0,0,0,0,0,0,0,0,0,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,2,0,0,0,0,7,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0
"7",38,1,0,0,0,0,23,0,27,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,21,0,0,0,0,0,0,0,0,0,0,1,10,0,0,5,0,1,3,0,0,0,0,0,0,0,0,0,0,63,0,0,1,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,25,0,0,16,0,0,0,4,1,5,0,0,0,1,0,0,2,0
"8",0,0,0,0,93,0,0,1,1,8,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,1,0,0,17,0,0,0,0,2,0,3,2,0,0,0,0,1,1,0,4,0,0,12,0,0,0,0,0,25,0,1,0,7,0,0,0,2,0,2,0,0,0,1,1,0,3,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,11,0,1,0,0
"9",0,0,0,0,6,0,0,0,0,0,0,0,0,20,0,0,16,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,15,0,0,12,0,0,8,0,0,0,11,0,1,1,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,1,1,0,35,0,0,0,0,0,0,0,1,0,0,0,0
"10",1,1,0,0,7,8,0,0,6,1,0,1,0,0,0,0,0,4,0,0,1,0,0,0,8,2,2,0,0,1,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,20,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,6,0,0,0,6,0,0,1,0,0,0,0,2,6,0,0,1,1,0,0,0,0,1,0,0,0,2,5,0,0,3,3
"11",0,0,0,0,0,0,0,0,0,0,0,6,2,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,9,0,0,0,2,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,1,0,0,0,28,3,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0
"12",0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,0,14,0,0,0,0,19,0,53,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,2,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,4,0,0,47,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
"13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20,0,12,0,20,0,15,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,6,19,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,20,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,10
"14",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,3,10,0,3,0,0,0,0,0,0,0,0,4,0,1,1,0,0,2,0,4,0,2,0,0,0,0,0,0,0,2,0,0,0,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15",0,0,0,0,0,0,0,0,6,0,0,11,0,0,2,1,0,0,0,0,0,0,1,0,2,3,50,0,0,0,0,0,0,1,44,1,0,0,2,66,0,0,0,0,0,6,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,1,0,0,0,0,22,23,1,6,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,13,0,0,16,0,0,4,0,0
"16",5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,24,2,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,1,0,0,0,0,0,0,0,1,1,0,2,89,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,1,0,0,0,0
"17",0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,33,0,0,0,0,0,1,0,1
"18",0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,36,0,0,0,0,0,0,0,18,12,0,0,0,0,9,1,0,0,1,0,0,0,0,0,0,2,0,1,0,2,0,0,0,0,4,0,0,0,3,1,0,3,0,0,0,0,14,0,0,0,0,0,0
"19",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,9,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,23,0,0,9,64,1,4,0,0,0,0,0,0,0,0,0,0,0
"20",0,222,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,3,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"21",0,0,0,0,0,0,0,0,2,0,0,20,0,0,1,0,7,0,0,0,0,0,0,0,0,3,0,0,0,10,0,5,0,2,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,10,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,15,0,0,0,0,0,10,0,3,9
"22",1,0,0,0,1,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,2,0,0,0,0,0,22,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,16,0,0,0,0,0,47,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,14,0
"23",0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,5,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,1,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,86,0,0,0,0,0,0,0,0
"24",0,0,0,0,0,2,2,0,0,0,1,10,19,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,34,0,0,10,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,4,33,0,0,0,1,21,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,3,0,12,0,0,2,0
"25",0,0,0,3,1,0,0,0,0,0,0,2,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,17,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0
"26",22,0,0,0,0,2,7,0,0,0,0,1,0,0,16,1,1,0,0,0,1,0,1,0,1,0,0,0,50,0,24,0,0,0,0,0,8,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,3,0,1,0
"27",0,0,0,0,5,6,1,0,1,0,0,0,7,0,0,0,0,0,3,0,0,0,8,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,39,0,29,0,0,0,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,2,0,8,0,0,0,8,0,0
"28",2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,44,0,27,0,0,0,10,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,3,2,0,14,0,1,0,0,0,1,6,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5,0,1,2,0
"29",0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,25,27,1,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,0,3,2,0,2,0,0,0,0,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,13,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0
"30",0,9,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,2,0,40,1,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,70,0,9,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,4,0,1,0,0,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31",2,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,11,0,0,0,0,4,0,0,26,0,0,1,3,0,3,0,0,0,19,0,14,0,0,0,0,1,0,0,0,2,0,0,3,0,72,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0,3,0,0,0,0
"32",18,0,0,0,0,0,12,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,32,1,0,0,9,0,0,4,0,0,0,0,3,1,12,0,1,0,0,0,0,0,3,0,0,6,27,3,14,3,0,0,0,0,8,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,1,1,3,0
"33",0,0,0,0,152,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,46,0,8,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,27,0,0,0,0,0,0,0,1,0,0,44,2,0,0,0,0,0,0,0,35,0,0,0,0
"34",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,17,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,37,4,0,0,8,0,2,9,0,2,18,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,11,0,1,0,0,21,0,0,0,0,0,0,0,0,0,2
"35",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,1,0,0,0,0,0,0,1,3,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,24,0,0,0,2,30,0,0,0,11,8,0,0,0,0,0,0,0,0,0,0,0,0,41
"36",0,0,1,0,12,0,0,2,3,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,2,0,0,0,0,2,0,0,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,1,0,0,1,0,0,0,3,0,0,6,0,0
"37",0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,1,0,0,0,2,0,0,1,0,0,0,0,0,165,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,15,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0
"38",0,0,0,0,0,0,0,3,6,52,0,0,0,0,0,0,0,33,0,13,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,3,13,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,8,0,2,0,27,0,0,6,0,2,0,0,0,0,55,8,6,16,0,0,0,0
"39",0,0,1,0,0,0,2,0,0,17,21,0,14,2,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,1,0,18,0,0,69,0,0,0,0,0,0,0,9,0,0,0,0,0,1,1,30,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2,0,0,0,2,0,0,0,30,0,0,0,0,0,0,0,0,1,0,24,0,0,0,1,0,13,0,5,0,0
"40",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,33,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13
"41",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,4,0,0,2,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42",0,8,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"43",41,0,0,0,0,0,6,0,0,0,0,6,0,0,2,0,0,0,0,0,0,25,0,37,0,0,0,0,13,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"44",0,0,0,0,0,0,0,0,4,0,0,16,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,8,1,0,135,0,1,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1,8,0,0,0,1,0,0,7,0,0,0,1,4,0,0,0,0,0,0,1,1,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,10
"45",0,0,0,0,0,0,2,0,1,0,0,22,0,0,0,3,2,0,0,0,0,0,0,0,3,0,0,1,2,1,0,53,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,4,0,0,1,0,0,0,0,1
"46",92,190,0,0,0,0,0,0,2,2,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,3,0,2,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,1,48,0,0,0,0,0,0,0,34,0,0,0,0,0,0,6,0,8,0,0,0,2,4
"47",0,0,0,0,1,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,6,1,0,3,0,0,0,1,7,0,0,0,0,1,0,3,6,0,0,1,7,0,0,0,0,0,0,8,2,1,0,0,0,0,0,0,12,0,0,0,2,1,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,6,4,1,0,1,0,0,1,0,0,0,0,0,0,0,7
"48",0,0,0,0,0,1,0,2,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,3,0,1,8,0,0,0,0,0,0,11,0,0,0,0,0,0,0,9,0,1,1,0,0,0,22,0,0,0,0,0,0,0,0,0,2,0,9,0,0,0,0
"49",0,0,0,0,0,0,4,0,0,0,0,2,0,1,0,1,0,17,0,21,0,0,0,0,10,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,7,3,7,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,5,0,0,0,2,0,0,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,12,0,0,0,0,7,0,0,0,0,0
"50",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,19,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,18,0,2,0,0,0,1,50,4,0,0,0,0,0,0,0,15,5,0,0,0,0,0,0,0,2,0,0,0,0,0,16,0,0,0,0,7,13,1,0,0,0,0,1,0,0,0,1,0,0,11,0,0,3,0,0,0,1,0
"51",0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,15,0,0,0,0,0,0,0,0,21,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,5,0,1,1,0,0,7,0,0,0,0,0,0,0,0,0,11,0,1,5,0,0,0,8,0,0,0,3,8,0,0,0,0,0,5,24,0,2,0,12,0,1,0,0,1,8,16,0,0,0,0,0,0,0
"52",0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,24,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,1,29,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,93,0,1,3,0,1,0,0
"53",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,73,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,0,4,0,0,0,0,0,2,0,0,1,0,0,28,7,9,0,0,0,0,8,0,0,0,2,16,0,0,6,6,0,0,0,0,0,0,20,0,4,0,0,16,0,0,0,0
"54",6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,2,1,0,0,5,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,6,0,0,0,0,2,0,2,0,0,0,5,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,1,0
"55",0,0,0,0,0,9,0,0,4,49,0,0,0,12,0,0,9,0,7,1,15,0,14,0,12,0,0,2,7,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,2,0,24,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,9,0,0,0,0,0,23,0,0,0,5,6,1,1,8,0,0,5,0,2,0,0,0,0,0,0,9,3,0,0,4,0
"56",2,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,2,0,0,0,8,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,4,0,0,0,0
"57",0,0,0,0,0,102,1,1,2,0,0,6,1,0,0,0,5,0,0,1,4,0,5,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,15,0,2,0,0,0,0,0,0,0,0,0,22,0,0,0,0,5,0,0,0,0,2,1,0,2,0,13,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,19,0,0,0,0
"58",0,0,0,0,0,2,0,0,0,0,0,0,0,0,76,3,4,0,0,0,1,0,0,4,0,0,22,0,0,25,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,13,0,0,0,0,0,0,14,0,0,0,7,0,0,0,0,0,1,0,0,0,18,6,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,1,0,0,0
"59",0,0,0,0,1,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,2,0,0,0,5,0,1,3,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,0,0,0,0,0,0,12,25,0,0,0,0,0,0,0,0,0,0,0,2,1,0,6,0,0,1,0,25,0,0,0,0,0,0,0,2,0
"60",1,0,0,122,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,29,0,0,0
"61",0,0,0,3,0,2,0,0,0,0,0,1,0,0,22,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,7,0,0,0,0
"62",0,0,0,0,2,3,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,19,0,29,0,0,0,2,0,0,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0
"63",0,0,0,0,12,43,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,19,1,0,20,0,0,0,1,2,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,15,0,3,0,1,0,0,0,0,13,0,2,0,0
"64",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,59,0,0,0,2,0,0,1,6,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"65",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,57,1,20,0,0,0,33,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,66,0,0,0,7,0,0,0,0,4,28,0,0,0,9,2,0,2,50,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0
"66",0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22,7,0,6,0,0,3,0,11,0,0,0,0,0,32,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,4,0,1,0,16,0,0,0,0,0,0,0,11,2,0,26,0,0,1,0,1,6,6,0,0
"67",0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,12,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0
