"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100"
"2418",0,0,0,0,0,0,0,0,0,16,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,21,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,12,12,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2419",0,0,0,0,0,0,0,6,3,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,2,0,0,12,0,0,0,0,0,0,0,42,0,1,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,15,7,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2420",2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,5,0,0,4,0,0,8,42,34,0,0,0,8,58,0,62,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,14,0,18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,37,0,0,0,20,0,0,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2421",0,0,0,1,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,37,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,21,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,69,0,0,0,0,0,5,0,0,0,0
"2422",0,0,0,0,0,0,0,1,11,4,0,0,0,0,0,0,0,36,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,45,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"2423",0,0,0,0,0,0,0,0,0,0,1,1,26,6,0,15,0,0,0,2,0,0,0,0,6,0,0,0,0,19,0,0,0,0,22,0,0,2,0,0,0,52,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,20,0,33,0,0,0,0,1,0,4,0,0,0,3,0,0,1,4,0,0,5,0,0,0,0,0,1,2,0,0,0,0,0,1,8
"2424",2,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,6,0,1,0,0,6,0,0,0,4,0,0,0,0,24,0,0,1,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,14,0,0,0,0,23,19,0,0,10,0,0,5,33,14,0,0,0,0,0,0,4,0,2,0,0,23,0,0,0,0,1,2,1,0,0,3,0
"2425",0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,45,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,1,0,0,1,0,19,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,3,49,1,0,1,0,0,5,9,0,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"2426",39,0,0,0,0,0,8,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,5,2,1,3,3,0,0,0,0,0,0,0,0,0,0
"2427",0,7,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,1,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0
"2428",0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,55,16,0,0,0,0,0,9,25,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,0,0,2,13,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"2429",2,13,0,0,0,0,0,14,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,42,31,0,0,40,0,0,2,0,8,0,0,0,10,0,0,0,0,0,14,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,9,0,53,0,0,1,0,0,1,0,0,0,2,0,3,0,33,0,0,0,0,0,0,0,0,0,3
"2430",0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,58,0,1,9,0,0,4,0,0,0,0,5,0,0,0,0,0,0,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,42,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,5,0,0,0,2,0,16,0,0,52,5
"2431",0,0,26,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,1,1,0,0,0,0,0,0,0,4,4,6,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,1,0,0,46,0,0,0,0,0,1,0,0
"2432",0,0,51,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,2,0,0,21,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,8,5,0,0,27,13,0,4,2,1,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
"2433",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,1,1,0,0,0,4,0,1,0,0,0,0,4,0,0,0,0,0,6,0,0,47,0,0,2,2,0,53,0,0,0,0,0,0,0,0,0,15,0,0,0,0,251,0,0,0,0,0,0,0,0,0,0,0,0,0
"2434",0,0,0,0,0,1,2,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,1,0,0,0,0,0,0,0,1,0,0,0,14,16,0,0,0,0,0,1,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,30,0,0,0,0,19,0,0,0,0,3,0,0,12,0,0,0,0,2,0,0,11,0,1,0,0,6,0,0,0,0,0
"2435",16,0,0,0,1,0,0,1,0,0,0,0,0,51,0,0,7,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,4,12,0,0,2,0,0,1,0,0,25,0,0,0,0,0,0,18,0,0,14,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,13,0,23,0,0,1,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,11,1,0,0,0,0
"2436",0,0,2,0,0,0,0,0,0,0,0,4,0,35,0,0,20,0,0,0,0,0,2,0,0,0,0,0,0,0,0,13,0,6,0,20,0,0,0,0,4,1,17,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,15,0,0,1,0,0,0,1,3,0,0,0,1,14,1,0,0,0,0,0,23,0,2,0,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0
"2437",4,0,0,0,0,25,0,0,0,0,0,0,0,18,0,0,3,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,11,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,15,0,0,10,0,0,0,0,0,0,2,41,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,7,0,6,0,6,0,0,1,0,5,29,0,1,4,0,0,7
"2438",0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,8,2,2,0,0,2,0,6,0,0,1,0,0,4,1,1,3,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,11,0,0,0,1,0,2,0,0,1,1,0,3,0,0,0,1,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2439",14,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,36,0,0,0,0,0,0,0,0,2,0,0,8,2,0,0,2,2,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,202,0,0,10
"2440",0,0,0,0,0,0,6,0,0,0,0,0,11,8,0,1,0,3,18,13,1,137,0,0,3,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,0,2,0,0,35,0,0,0,5,0,0,23,1,0,0,0,0,0,0,0,0,3,0,0,5,0,25,0,0,0,0,0,0,7,3,0,10,0,0,0,0,0,12,0,0
"2441",0,1,0,0,0,0,0,1,8,0,2,3,0,6,0,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,7,0,1,0,0,29,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,7,2,0,6,0,0,1,0,0,0,35,0,0,1,0,0,0,0,0,0,2,0,1,0,6,0,0,2,0,0,0,1
"2442",0,1,0,0,0,0,0,0,0,0,0,15,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,4,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,1,0,1,0,0,3,0,0,0,1,0,13,0,2,12,0,0,0,1,0,0,1,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,11,0,1,0,0,0,0,0,0,0,5,0,0,0,0
"2443",0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,45,0,4,1,0,0,0,0,0,2,1,1,0,2,0,0,0,0,3,0,5,0,13,0,1,0,0,1,0,0,4,0,0,0,18,0,3,1,0,0,1,3,1,0,0,0,0,1,0,8,0,0,0,1,0,0,3,0,3,0,0,0,0,0,0,9,13,0,3,1,0,24,0,0,0,0,0,0
"2444",27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,13,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,42,0,0,0,0,0,0,0,0,12,0,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,15,0,0,0,6,2,0
"2445",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,23,0,7,0,2,0,82,0,0,0,24,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0
"2446",0,0,0,0,0,5,0,0,0,0,0,0,25,0,0,0,0,0,19,0,0,27,0,0,1,0,0,24,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,6,0,0,0,0,0,0,2,0,8,0,0,0,0,50,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,12
"2447",0,0,0,0,0,2,0,36,0,2,0,7,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,24,0,0,0,0,0,10,0,41,0,0,0,2,0,12,0,0,0,6,0,0,2,0,0,0,0,0,0,9,0,0,12,0
"2448",0,2,0,1,0,0,0,1,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14,0,2,0,0,0,0,0,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0
"2449",0,0,0,3,0,0,46,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,6,0,0,0,0,5,0,0,0,0,0,0,50,0,0,0,0,0,0,0,1
"2450",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,16,0,34,0,0,0,0,0,0,0,0,0,0,0,12,0,0,39,0,4,0,0,0,0,0,0,2,0,0,2,29,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,6,0,0,13,0,0,0,0,0,0,0
"2451",0,0,0,0,0,0,0,0,0,0,0,19,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0,4,0,0,0,0,0,9,0,0,7,9,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,14,1,0,0,0,7,0,1,0,0,0,0,0,0,9,0,0,8,0,2,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0
"2452",0,0,0,0,0,0,0,2,0,0,0,7,5,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,91,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,38,0,3,0,0,0,0,0
"2453",0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,9,0,14,0,35,0,0,0,11,2,0,22,1,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,2,0,8,8,1,0,0,0,0,0,7,0,1,1,0,1,1,0,21,0,0,0,0,0,8,0,0,0,0,0,0,0,21,0,11,1,0,0,0,0
"2454",0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,5,3,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,28,19,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,10,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,7,0,18,4,0
"2455",4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,5,0,21,0,0,1,0,0,0,2,34,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,30,0,0,0,0,0,7,0,0,3,0,0,3,0,1,0,0,1,0,0,0,0,3,0,0,5,0,0,2,0,0,1,0,0,0,0,0,7,0,0,18,0,0
"2456",0,0,0,25,0,0,0,0,0,0,2,0,0,11,0,22,0,0,0,0,0,0,0,9,0,0,42,0,0,0,0,0,0,0,0,0,0,0,24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,52,0,0,0
"2457",0,0,0,0,10,0,0,0,0,0,0,1,5,0,0,0,0,1,11,20,0,78,0,0,0,1,8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,3,0,2,1,0,0,9,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,5,2,0,0,0,0,0,0,17
"2458",0,0,0,0,0,4,0,0,7,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,42,0,0,0,0
"2459",0,0,0,0,0,0,63,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,4,0,0,0,3,0,0,2,0,0,1,0,37,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0
"2460",0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,29,0,1,0,0,0,0,0,1,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,4,2,0,0,23,0,0,0,0,1,6,0,0,0,0,0,0,1,0,2,17,1,0,0,0,2,10,0,0,0,0,13,0,0,0,0,0,0,0,63,0,0
"2461",0,5,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,17,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,7,0,0,0,0,0,0,2,1,0,0,0,3,0,3,0,0,0,3,0,0,0,14,0,1,0,0,0,10,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,23,0,0,0,1,0,0,0,0,0
"2462",0,1,0,0,0,0,38,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,14,0,8,0,0,0,0,0,0,0,0,40,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,12,0,0,0,0,0,2
"2463",42,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,16,0,7,0,5,2,0,0,0,0,0,0,0,0,0,0,0,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2464",1,3,1,0,0,0,0,2,0,0,45,7,0,0,1,0,0,0,0,0,0,22,0,16,22,0,0,11,0,0,0,3,0,1,0,0,4,0,15,0,6,0,0,0,0,0,0,11,2,3,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2465",0,0,0,4,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,18,0,0,31,0,0,28,0,0,0,0,0,0,7,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,3,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"2466",0,0,0,0,0,0,23,0,0,0,0,0,2,0,0,0,0,0,0,0,0,16,0,2,0,0,8,0,1,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,13,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,1,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"2467",0,0,0,0,0,9,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,40,0,6,0,0,0,0,2,16,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,4,0,0,0,0,1,2,15,0,0,0,11,3,19,0,0,0,0,0,0,0,0,0,8,0,1,4,0,0,2,0,1,4,0,0,1,0,0
"2468",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,6,0,0,0,0,1,1,2,0,0,0,69,0,0,0,19,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18,4,0,20,0,0,0,0,0,0,1,26,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,62,0,0,0,5,0,0,0,0,0,0
"2469",0,0,0,0,0,0,0,0,0,0,3,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"2470",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,25,0,0,0,12,67,0,23,2,2,0,0,0,0,0,0,27,0,0,0,15,0,8,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,10,0,0,0,0,0,0,2,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2471",0,0,0,0,6,0,0,0,3,0,1,9,3,0,0,0,2,0,5,0,0,0,1,0,1,1,0,0,4,1,5,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,11,0,14,0,3,6,15,1,11,0,0,0,0,0,0,2,0,0,0,3,0,19,0,0,0,0,0,0,8,5,0,0,3,0,0,0,0,0,0,0,15
"2472",0,0,0,0,13,2,0,0,0,10,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,44,0,0,0,1,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,1,0,0,29,0,0,0,0,0,1,0,0,2,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19,3,0,0,0,0
"2473",2,0,0,0,0,2,0,0,0,0,8,3,0,0,3,0,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,14,0,0,0,0,0,0,4,0,10,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,14,3,0,0,0,2,0,0,0,0
"2474",0,22,3,0,0,0,0,0,0,0,1,0,4,0,0,4,0,0,0,0,10,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,31,71,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,52,0,1,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,0,0,0
"2475",60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,16,0,0,0,17,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,12,2,0,0,0,3
"2476",0,0,0,0,0,0,58,0,0,0,7,0,12,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,2,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,0,0,0,1,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
"2477",0,0,0,3,0,0,5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,5,0,108,11,1,7,0,0,0,0,0,0,4,1,0,0,0,0,2,0,2,1,2,0,0,0,0,0,0,0,3,1,35,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,15,0,0,0,0,0,2,0,0,15,0,0,0,0,0,0,0,0
"2478",0,0,0,0,0,0,0,0,0,0,0,6,0,0,16,0,0,0,0,2,0,23,0,0,0,0,0,0,0,0,5,2,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,21,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1
"2479",0,44,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,17,6,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,11,20,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"2480",0,0,8,6,0,0,64,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,25,0,0,0,0,0,2,0,0,0,0,0,20,0,0,0,0,0,2,0,0,0,0,0,16,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"2481",3,0,0,0,0,0,6,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,3,18,0,0,1,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2482",33,0,0,0,0,0,0,0,0,0,1,1,0,0,11,0,0,0,0,42,0,40,0,1,2,4,2,0,0,39,3,0,0,0,0,0,15,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,24,0,1,4,0,0,0,0,0,0,7,0,0,0,0,0,10,2,0,0,0,0,0,0,7,0,0,0,0,6,0
"2483",0,0,0,0,17,0,0,0,2,1,0,7,0,0,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,3,0,5,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,17,0,0,1,0,0,5,0,20,0,0,0,0,0,0,0,0,4,0
"2484",2,2,0,0,0,0,0,0,0,60,0,6,0,0,0,0,0,0,0,0,0,0,29,0,0,0,34,0,0,0,0,22,10,0,0,1,0,0,0,1,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,4,7,0,0,0,0,0,0,1,17,0,4,4,0,0,0,0,3,0,0,11,0,1,0,2,0,0,4,0,0,0,0,2,24,3,0,17,0,0,0
